sc,range,season,tm_tr,tm,w_win,l_win,t_win,mov_win,w_ats,l_ats,t_ats,ats_ats,w_ou,l_ou,t_ou,total_ou
is_home_fav,2017,2017,Oakland,OAK,3,2,0,5,2,3,0,-1.7,2,3,0,0.8
is_home_fav,2017,2017,Philadelphia,PHI,7,0,0,18.3,5,2,0,9.7,3,4,0,2.6
is_home_fav,2017,2017,Pittsburgh,PIT,6,2,0,4.9,3,5,0,-2.5,6,2,0,14.5
is_home_fav,2017,2017,Seattle,SEA,3,2,0,5.8,1,4,0,-3.8,3,2,0,6.8
is_home_fav,2017,2017,San Francisco,SFO,1,0,0,2,0,1,0,-0.5,1,0,0,3.5
is_home_fav,2017,2017,Tampa Bay,TBY,3,1,0,3.8,2,2,0,0.8,1,3,0,-12.8
is_home_fav,2017,2017,Tennessee,TEN,6,1,0,4.7,4,2,1,0.6,4,3,0,1.1
is_home_fav,2017,2017,Washington,WAS,4,0,0,8.2,3,1,0,1.8,1,3,0,-4.1
is_playoff,2016,2016,Atlanta,ATL,2,1,0,11,2,1,0,7.7,3,0,0,5
is_playoff,2016,2016,Dallas,DAL,0,1,0,-3,0,1,0,-8.5,1,0,0,12.5
is_playoff,2016,2016,Detroit,DET,0,1,0,-20,0,1,0,-12,0,1,0,-13.5
is_playoff,2016,2016,Green Bay,GBY,2,1,0,1.7,2,1,0,4,3,0,0,7.5
is_playoff,2016,2016,Houston,HOU,1,1,0,-2.5,1,1,0,3.5,2,0,0,4.5
is_playoff,2016,2016,Kansas City,KCY,0,1,0,-2,0,1,0,-4.5,0,1,0,-11.5
is_playoff,2016,2016,Miami,MIA,0,1,0,-18,0,1,0,-7,0,1,0,-5.5
is_playoff,2016,2016,New England,NWE,3,0,0,14.3,3,0,0,6.2,3,0,0,4.7
is_playoff,2016,2016,NY Giants,NYG,0,1,0,-25,0,1,0,-20,1,0,0,4.5
is_playoff,2016,2016,Oakland,OAK,0,1,0,-13,0,1,0,-9,1,0,0,3
is_playoff,2016,2016,Pittsburgh,PIT,2,1,0,0.3,2,1,0,-0.7,1,2,0,-4.5
is_playoff,2016,2016,Seattle,SEA,1,1,0,2,1,1,0,1.2,1,1,0,-4.2
is_playoff,2017,2017,Atlanta,ATL,1,1,0,4,1,1,0,6,0,2,0,-12
is_playoff,2017,2017,Buffalo,BUF,0,1,0,-7,1,0,0,1,0,1,0,-26.5
is_playoff,2017,2017,Carolina,CAR,0,1,0,-5,1,0,0,1.5,1,0,0,9.5
is_playoff,2017,2017,Jacksonville,JAX,2,1,0,2,2,1,0,4.2,1,2,0,6
is_playoff,2017,2017,Kansas City,KCY,0,1,0,-1,0,1,0,-9.5,0,1,0,-1
is_playoff,2017,2017,LA Rams,LAR,0,1,0,-13,0,1,0,-19.5,0,1,0,-9
is_playoff,2017,2017,Minnesota,MIN,1,1,0,-13,0,2,0,-17.2,2,0,0,6.2
is_playoff,2017,2017,New Orleans,NOR,1,1,0,0,1,1,0,-0.5,2,0,0,8
is_playoff,2017,2017,New England,NWE,2,1,0,5.7,1,2,0,-2.8,2,1,0,8
is_playoff,2017,2017,Philadelphia,PHI,3,0,0,14.7,3,0,0,18,2,1,0,5.5
is_playoff,2017,2017,Pittsburgh,PIT,0,1,0,-3,0,1,0,-10,1,0,0,46.5
is_playoff,2017,2017,Tennessee,TEN,1,1,0,-10,1,1,0,1,1,1,0,-0.2
non_conference,2016,2016,Arizona,ARI,1,3,0,1.2,1,3,0,-4.6,2,2,0,-1.9
non_conference,2016,2016,Atlanta,ATL,2,3,0,0.8,2,3,0,1,4,1,0,6.4
non_conference,2016,2016,Baltimore,BAL,1,3,0,-4.8,0,4,0,-4.4,2,2,0,0.1
non_conference,2016,2016,Buffalo,BUF,3,1,0,12.2,3,1,0,12.4,4,0,0,10
non_conference,2016,2016,Carolina,CAR,1,3,0,1.2,2,2,0,0.4,2,2,0,1.9
non_conference,2016,2016,Chicago,CHI,0,4,0,-5.5,1,3,0,-2.1,2,2,0,-2
non_conference,2016,2016,Cincinnati,CIN,1,2,1,0.8,1,3,0,-1.4,2,2,0,-0.9
non_conference,2016,2016,Cleveland,CLE,0,4,0,-17.2,0,4,0,-11,1,3,0,-2.6
non_conference,2016,2016,Dallas,DAL,4,0,0,13.5,4,0,0,11.4,1,3,0,1.5
non_conference,2016,2016,Denver,DEN,3,1,0,4,3,1,0,3.8,1,3,0,-4
non_conference,2016,2016,Detroit,DET,2,2,0,0.8,2,2,0,-1.2,1,3,0,-2.4
non_conference,2016,2016,Green Bay,GBY,2,2,0,-3.8,2,2,0,-8.9,3,1,0,5.2
non_conference,2016,2016,Houston,HOU,2,2,0,-2.5,2,2,0,-1,1,3,0,-6.2
non_conference,2016,2016,Indianapolis,IND,3,1,0,8.8,3,1,0,10.2,3,1,0,7
non_conference,2016,2016,Jacksonville,JAX,1,3,0,-4.8,1,3,0,-1.1,2,2,0,-2.2
non_conference,2016,2016,Kansas City,KCY,3,1,0,2,2,1,1,0.8,1,3,0,-3
non_conference,2016,2016,LA Chargers,LAC,1,3,0,-4.2,1,3,0,-4.6,2,1,1,5.2
non_conference,2016,2016,LA Rams,LAR,1,3,0,-7,1,3,0,-3.6,1,3,0,-10
non_conference,2016,2016,Miami,MIA,3,1,0,3,3,0,1,4.6,2,2,0,-5.2
non_conference,2016,2016,Minnesota,MIN,3,1,0,2,3,1,0,-2.1,3,1,0,1.1
non_conference,2016,2016,New Orleans,NOR,1,3,0,-2,1,2,1,-1,2,2,0,7.2
non_conference,2016,2016,New England,NWE,4,1,0,6,4,1,0,1,2,3,0,-0.7
non_conference,2016,2016,NY Giants,NYG,3,1,0,2.2,3,1,0,1.6,1,3,0,-4.9
non_conference,2016,2016,NY Jets,NYJ,1,3,0,-8,1,3,0,-4.9,1,3,0,-9.4
non_conference,2016,2016,Oakland,OAK,3,1,0,0.8,2,2,0,-0.2,4,0,0,14.8
non_conference,2016,2016,Philadelphia,PHI,2,2,0,7.8,3,1,0,9.4,2,2,0,1
non_conference,2016,2016,Pittsburgh,PIT,2,2,0,-1,2,2,0,-4.9,2,2,0,-0.4
non_conference,2016,2016,Seattle,SEA,4,0,0,6.2,3,1,0,3.9,3,1,0,0.1
non_conference,2016,2016,San Francisco,SFO,0,4,0,-13.8,0,3,1,-8.2,2,2,0,5.1
non_conference,2016,2016,Tampa Bay,TBY,2,2,0,-4.2,2,2,0,-1,1,2,1,-3
non_conference,2016,2016,Tennessee,TEN,3,1,0,5,2,2,0,6.2,3,1,0,3.5
non_conference,2016,2016,Washington,WAS,2,1,1,-1.2,3,1,0,-0.8,3,1,0,-1.4
non_conference,2017,2017,Arizona,ARI,3,1,0,0.2,2,2,0,1.2,2,2,0,-2.6
non_conference,2017,2017,Atlanta,ATL,1,3,0,-5,0,4,0,-11.4,1,3,0,-10.5
non_conference,2017,2017,Baltimore,BAL,2,2,0,9,2,2,0,7.6,3,1,0,4.9
non_conference,2017,2017,Buffalo,BUF,2,2,0,-8.5,2,1,1,-5.1,2,2,0,-5
non_conference,2017,2017,Carolina,CAR,4,0,0,10.2,3,1,0,7.5,3,1,0,8.5
non_conference,2017,2017,Chicago,CHI,4,0,0,13,4,0,0,16.2,1,3,0,-1.6
non_conference,2017,2017,Cincinnati,CIN,1,3,0,-11.8,2,2,0,-7.6,1,3,0,0.2
non_conference,2017,2017,Cleveland,CLE,0,4,0,-13.5,0,4,0,-6.1,3,1,0,6.4
non_conference,2017,2017,Dallas,DAL,2,2,0,-8.2,1,2,1,-10,1,3,0,-3.6
non_conference,2017,2017,Denver,DEN,1,3,0,-8,1,3,0,-8.2,2,2,0,10.5
non_conference,2017,2017,Detroit,DET,1,3,0,-6,1,3,0,-8,2,2,0,7.6
non_conference,2017,2017,Green Bay,GBY,2,2,0,-4.2,2,2,0,-2.5,3,1,0,3.5
non_conference,2017,2017,Houston,HOU,1,3,0,-7.2,2,2,0,-3.6,2,2,0,9.9
non_conference,2017,2017,Indianapolis,IND,1,3,0,-16.2,2,2,0,-10.2,3,1,0,6.6
non_conference,2017,2017,Jacksonville,JAX,1,3,0,-4.5,1,3,0,-8,4,0,0,15.6
non_conference,2017,2017,Kansas City,KCY,2,2,0,0.5,2,2,0,-4,2,2,0,-7.5
non_conference,2017,2017,LA Chargers,LAC,3,1,0,10.5,3,1,0,9,2,2,0,-2.6
non_conference,2017,2017,LA Rams,LAR,4,0,0,19.2,3,1,0,14.2,3,1,0,3.6
non_conference,2017,2017,Miami,MIA,1,3,0,-12.8,1,3,0,-6,2,2,0,-1.8
non_conference,2017,2017,Minnesota,MIN,3,1,0,8.8,3,1,0,3.8,2,2,0,0.9
non_conference,2017,2017,New Orleans,NOR,3,1,0,13.2,2,2,0,9,3,1,0,-4.8
non_conference,2017,2017,New England,NWE,3,2,0,5.2,3,2,0,0.1,3,2,0,-1.3
non_conference,2017,2017,NY Giants,NYG,2,2,0,1,3,1,0,8.6,1,3,0,-6.6
non_conference,2017,2017,NY Jets,NYJ,0,4,0,-7.5,2,2,0,-0.1,3,1,0,1.9
non_conference,2017,2017,Oakland,OAK,1,3,0,-5.5,1,2,1,-5.6,0,4,0,-11.1
non_conference,2017,2017,Philadelphia,PHI,4,1,0,8,3,2,0,6.7,4,1,0,8.8
non_conference,2017,2017,Pittsburgh,PIT,3,1,0,4.8,2,2,0,-3.4,1,3,0,-1.1
non_conference,2017,2017,Seattle,SEA,2,2,0,4.8,1,3,0,1.4,4,0,0,21.9
non_conference,2017,2017,San Francisco,SFO,3,1,0,5,2,2,0,5.4,3,1,0,9.9
non_conference,2017,2017,Tampa Bay,TBY,2,2,0,1.8,2,1,1,2.9,2,2,0,-6.1
non_conference,2017,2017,Tennessee,TEN,1,3,0,-1.2,3,1,0,-0.4,3,1,0,0.6
non_conference,2017,2017,Washington,WAS,2,2,0,1.8,2,2,0,5,1,3,0,-5.1
non_division,2016,2016,Arizona,ARI,3,7,0,0.4,3,7,0,-2.5,7,3,0,6.3
non_division,2016,2016,Atlanta,ATL,8,5,0,8.3,8,5,0,6.2,11,2,0,5.7
non_division,2016,2016,Baltimore,BAL,4,6,0,0.5,2,8,0,0.2,5,5,0,-1.3
non_division,2016,2016,Buffalo,BUF,6,4,0,5.3,5,5,0,4.4,8,2,0,1.9
non_division,2016,2016,Carolina,CAR,5,5,0,0.3,5,4,1,-0.9,5,5,0,0.2
non_division,2016,2016,Chicago,CHI,1,9,0,-8.3,3,7,0,-5.8,6,4,0,-0.6
non_division,2016,2016,Cincinnati,CIN,3,6,1,-1.7,4,6,0,-2.8,5,5,0,-5
non_division,2016,2016,Cleveland,CLE,1,9,0,-11.7,3,7,0,-4.7,5,5,0,1.7
non_division,2016,2016,Dallas,DAL,10,1,0,10.5,8,3,0,7.5,4,7,0,2.5
non_division,2016,2016,Denver,DEN,7,3,0,5.4,7,3,0,4.3,3,7,0,-6.2
non_division,2016,2016,Detroit,DET,6,5,0,-2.5,6,5,0,-0.7,4,7,0,-3.2
non_division,2016,2016,Green Bay,GBY,7,6,0,0.5,7,5,1,-0.5,9,4,0,4.5
non_division,2016,2016,Houston,HOU,5,7,0,-5.5,4,8,0,-2.7,4,8,0,-6
non_division,2016,2016,Indianapolis,IND,5,5,0,1.1,5,5,0,3.7,6,4,0,1.9
non_division,2016,2016,Jacksonville,JAX,1,9,0,-8.4,4,6,0,-4.7,5,5,0,-2.5
non_division,2016,2016,Kansas City,KCY,6,5,0,0.9,4,6,1,-1.3,2,9,0,-6
non_division,2016,2016,LA Chargers,LAC,4,6,0,0.9,4,6,0,-0.8,5,4,1,4
non_division,2016,2016,LA Rams,LAR,2,8,0,-9.2,2,7,1,-5.5,5,5,0,0.1
non_division,2016,2016,Miami,MIA,6,5,0,-3.5,5,5,1,-1,6,5,0,-2.2
non_division,2016,2016,Minnesota,MIN,6,4,0,2.1,7,3,0,0.8,5,5,0,-0.9
non_division,2016,2016,New Orleans,NOR,5,5,0,3.2,6,3,1,2.5,5,5,0,6.3
non_division,2016,2016,New England,NWE,12,1,0,12.5,12,1,0,6.3,6,7,0,-2
non_division,2016,2016,NY Giants,NYG,7,4,0,-0.9,5,5,1,-1.3,2,9,0,-9
non_division,2016,2016,NY Jets,NYJ,3,7,0,-9.2,3,7,0,-7.3,4,6,0,-4.2
non_division,2016,2016,Oakland,OAK,9,2,0,4,8,3,0,3.2,10,1,0,6.8
non_division,2016,2016,Philadelphia,PHI,5,5,0,4,6,4,0,4.9,4,6,0,-2
non_division,2016,2016,Pittsburgh,PIT,8,5,0,3.5,8,5,0,0.4,5,8,0,-2.8
non_division,2016,2016,Seattle,SEA,8,4,0,2.8,6,6,0,-0.7,7,5,0,-2.7
non_division,2016,2016,San Francisco,SFO,0,10,0,-16.4,0,9,1,-11.2,6,4,0,5.3
non_division,2016,2016,Tampa Bay,TBY,5,5,0,-0.9,6,4,0,2.4,4,5,1,-0.8
non_division,2016,2016,Tennessee,TEN,7,3,0,2.5,5,5,0,3.4,6,4,0,0.8
non_division,2016,2016,Washington,WAS,5,4,1,1.7,6,4,0,0.5,7,3,0,1.2
non_division,2017,2017,Arizona,ARI,5,5,0,-2.6,4,6,0,-1.2,4,6,0,-0.3
non_division,2017,2017,Atlanta,ATL,7,5,0,2.2,5,7,0,-1.2,4,8,0,-7.4
non_division,2017,2017,Baltimore,BAL,6,4,0,6.3,4,5,1,3.6,7,3,0,4
non_division,2017,2017,Buffalo,BUF,6,5,0,-3,7,3,1,0.5,5,6,0,-4.3
non_division,2017,2017,Carolina,CAR,8,2,0,5.9,7,3,0,4,7,3,0,3.4
non_division,2017,2017,Chicago,CHI,5,5,0,0.1,6,4,0,4.9,1,9,0,-7.8
non_division,2017,2017,Cincinnati,CIN,4,6,0,-6.3,5,5,0,-5.2,3,7,0,-2
non_division,2017,2017,Cleveland,CLE,0,10,0,-10,2,8,0,-3.4,5,5,0,-1.2
non_division,2017,2017,Dallas,DAL,4,6,0,-3,3,6,1,-5.5,4,6,0,-1.5
non_division,2017,2017,Denver,DEN,3,7,0,-6.1,3,7,0,-6.4,5,5,0,3.9
non_division,2017,2017,Detroit,DET,4,6,0,-1.6,4,6,0,-1.1,6,4,0,8.3
non_division,2017,2017,Green Bay,GBY,5,5,0,-2.6,5,5,0,-1.2,7,3,0,1.4
non_division,2017,2017,Houston,HOU,3,7,0,-5.5,6,4,0,-1.2,5,5,0,7.7
non_division,2017,2017,Indianapolis,IND,2,8,0,-9.1,6,4,0,-2.6,5,5,0,1.6
non_division,2017,2017,Jacksonville,JAX,8,5,0,5.7,7,6,0,4.2,7,6,0,5.7
non_division,2017,2017,Kansas City,KCY,5,6,0,1.9,5,6,0,-2.4,5,6,0,0.9
non_division,2017,2017,LA Chargers,LAC,6,4,0,7.5,5,5,0,4.9,3,7,0,-4
non_division,2017,2017,LA Rams,LAR,7,4,0,7,6,5,0,4,7,4,0,4.8
non_division,2017,2017,Miami,MIA,4,6,0,-7.6,4,5,1,-2.8,5,5,0,-2.2
non_division,2017,2017,Minnesota,MIN,9,3,0,4.9,8,4,0,2.1,8,4,0,2.1
non_division,2017,2017,New Orleans,NOR,7,4,0,6,6,5,0,3,7,4,0,1.4
non_division,2017,2017,New England,NWE,10,3,0,7.7,8,5,0,0.7,7,6,0,1.5
non_division,2017,2017,NY Giants,NYG,2,8,0,-9.6,4,6,0,-5.7,4,6,0,-2
non_division,2017,2017,NY Jets,NYJ,3,7,0,-7.2,6,4,0,-1.6,6,4,0,0.8
non_division,2017,2017,Oakland,OAK,4,6,0,-4.2,3,5,2,-5.1,4,6,0,-3.1
non_division,2017,2017,Philadelphia,PHI,11,2,0,11.8,10,3,0,9.2,7,6,0,3.4
non_division,2017,2017,Pittsburgh,PIT,7,4,0,4.7,5,6,0,-1.3,3,8,0,2
non_division,2017,2017,Seattle,SEA,5,5,0,4.5,4,6,0,3.1,5,5,0,3.5
non_division,2017,2017,San Francisco,SFO,5,5,0,-4.4,5,5,0,-0.1,6,4,0,2.1
non_division,2017,2017,Tampa Bay,TBY,4,6,0,0,3,6,1,-0.5,6,4,0,0.3
non_division,2017,2017,Tennessee,TEN,5,7,0,-4.5,4,7,1,-3.1,7,5,0,-2
non_division,2017,2017,Washington,WAS,6,4,0,1.3,6,4,0,3.1,5,5,0,0.3
