trend,sc,season,tm_tr,tm,w,l,t,mov,ats,total
ou,non_conference,2017,Indianapolis,IND,3,1,0,NA,NA,6.6
ou,non_conference,2017,Jacksonville,JAX,4,0,0,NA,NA,15.6
ou,non_conference,2017,Kansas City,KCY,2,2,0,NA,NA,-7.5
ou,non_conference,2017,LA Chargers,LAC,2,2,0,NA,NA,-2.6
ou,non_conference,2017,LA Rams,LAR,3,1,0,NA,NA,3.6
ou,non_conference,2017,Miami,MIA,2,2,0,NA,NA,-1.8
ou,non_conference,2017,Minnesota,MIN,2,2,0,NA,NA,0.9
ou,non_conference,2017,New Orleans,NOR,3,1,0,NA,NA,-4.8
ou,non_conference,2017,New England,NWE,3,2,0,NA,NA,-1.3
ou,non_conference,2017,NY Giants,NYG,1,3,0,NA,NA,-6.6
ou,non_conference,2017,NY Jets,NYJ,3,1,0,NA,NA,1.9
ou,non_conference,2017,Oakland,OAK,0,4,0,NA,NA,-11.1
ou,non_conference,2017,Philadelphia,PHI,4,1,0,NA,NA,8.8
ou,non_conference,2017,Pittsburgh,PIT,1,3,0,NA,NA,-1.1
ou,non_conference,2017,Seattle,SEA,4,0,0,NA,NA,21.9
ou,non_conference,2017,San Francisco,SFO,3,1,0,NA,NA,9.9
ou,non_conference,2017,Tampa Bay,TBY,2,2,0,NA,NA,-6.1
ou,non_conference,2017,Tennessee,TEN,3,1,0,NA,NA,0.6
ou,non_conference,2017,Washington,WAS,1,3,0,NA,NA,-5.1
ou,non_division,2016,Arizona,ARI,7,3,0,NA,NA,6.3
ou,non_division,2016,Atlanta,ATL,11,2,0,NA,NA,5.7
ou,non_division,2016,Baltimore,BAL,5,5,0,NA,NA,-1.3
ou,non_division,2016,Buffalo,BUF,8,2,0,NA,NA,1.9
ou,non_division,2016,Carolina,CAR,5,5,0,NA,NA,0.2
ou,non_division,2016,Chicago,CHI,6,4,0,NA,NA,-0.6
ou,non_division,2016,Cincinnati,CIN,5,5,0,NA,NA,-5
ou,non_division,2016,Cleveland,CLE,5,5,0,NA,NA,1.7
ou,non_division,2016,Dallas,DAL,4,7,0,NA,NA,2.5
ou,non_division,2016,Denver,DEN,3,7,0,NA,NA,-6.2
ou,non_division,2016,Detroit,DET,4,7,0,NA,NA,-3.2
ou,non_division,2016,Green Bay,GBY,9,4,0,NA,NA,4.5
ou,non_division,2016,Houston,HOU,4,8,0,NA,NA,-6
ou,non_division,2016,Indianapolis,IND,6,4,0,NA,NA,1.9
ou,non_division,2016,Jacksonville,JAX,5,5,0,NA,NA,-2.5
ou,non_division,2016,Kansas City,KCY,2,9,0,NA,NA,-6
ou,non_division,2016,LA Chargers,LAC,5,4,1,NA,NA,4
ou,non_division,2016,LA Rams,LAR,5,5,0,NA,NA,0.1
ou,non_division,2016,Miami,MIA,6,5,0,NA,NA,-2.2
ou,non_division,2016,Minnesota,MIN,5,5,0,NA,NA,-0.9
ou,non_division,2016,New Orleans,NOR,5,5,0,NA,NA,6.3
ou,non_division,2016,New England,NWE,6,7,0,NA,NA,-2
ou,non_division,2016,NY Giants,NYG,2,9,0,NA,NA,-9
ou,non_division,2016,NY Jets,NYJ,4,6,0,NA,NA,-4.2
ou,non_division,2016,Oakland,OAK,10,1,0,NA,NA,6.8
ou,non_division,2016,Philadelphia,PHI,4,6,0,NA,NA,-2
ou,non_division,2016,Pittsburgh,PIT,5,8,0,NA,NA,-2.8
ou,non_division,2016,Seattle,SEA,7,5,0,NA,NA,-2.7
ou,non_division,2016,San Francisco,SFO,6,4,0,NA,NA,5.3
ou,non_division,2016,Tampa Bay,TBY,4,5,1,NA,NA,-0.8
ou,non_division,2016,Tennessee,TEN,6,4,0,NA,NA,0.8
ou,non_division,2016,Washington,WAS,7,3,0,NA,NA,1.2
ou,non_division,2017,Arizona,ARI,4,6,0,NA,NA,-0.3
ou,non_division,2017,Atlanta,ATL,4,8,0,NA,NA,-7.4
ou,non_division,2017,Baltimore,BAL,7,3,0,NA,NA,4
ou,non_division,2017,Buffalo,BUF,5,6,0,NA,NA,-4.3
ou,non_division,2017,Carolina,CAR,7,3,0,NA,NA,3.4
ou,non_division,2017,Chicago,CHI,1,9,0,NA,NA,-7.8
ou,non_division,2017,Cincinnati,CIN,3,7,0,NA,NA,-2
ou,non_division,2017,Cleveland,CLE,5,5,0,NA,NA,-1.2
ou,non_division,2017,Dallas,DAL,4,6,0,NA,NA,-1.5
ou,non_division,2017,Denver,DEN,5,5,0,NA,NA,3.9
ou,non_division,2017,Detroit,DET,6,4,0,NA,NA,8.3
ou,non_division,2017,Green Bay,GBY,7,3,0,NA,NA,1.4
ou,non_division,2017,Houston,HOU,5,5,0,NA,NA,7.7
ou,non_division,2017,Indianapolis,IND,5,5,0,NA,NA,1.6
ou,non_division,2017,Jacksonville,JAX,7,6,0,NA,NA,5.7
ou,non_division,2017,Kansas City,KCY,5,6,0,NA,NA,0.9
ou,non_division,2017,LA Chargers,LAC,3,7,0,NA,NA,-4
ou,non_division,2017,LA Rams,LAR,7,4,0,NA,NA,4.8
ou,non_division,2017,Miami,MIA,5,5,0,NA,NA,-2.2
ou,non_division,2017,Minnesota,MIN,8,4,0,NA,NA,2.1
ou,non_division,2017,New Orleans,NOR,7,4,0,NA,NA,1.4
ou,non_division,2017,New England,NWE,7,6,0,NA,NA,1.5
ou,non_division,2017,NY Giants,NYG,4,6,0,NA,NA,-2
ou,non_division,2017,NY Jets,NYJ,6,4,0,NA,NA,0.8
ou,non_division,2017,Oakland,OAK,4,6,0,NA,NA,-3.1
ou,non_division,2017,Philadelphia,PHI,7,6,0,NA,NA,3.4
ou,non_division,2017,Pittsburgh,PIT,3,8,0,NA,NA,2
ou,non_division,2017,Seattle,SEA,5,5,0,NA,NA,3.5
ou,non_division,2017,San Francisco,SFO,6,4,0,NA,NA,2.1
ou,non_division,2017,Tampa Bay,TBY,6,4,0,NA,NA,0.3
ou,non_division,2017,Tennessee,TEN,7,5,0,NA,NA,-2
ou,non_division,2017,Washington,WAS,5,5,0,NA,NA,0.3
win,is_after_bye,2016,Arizona,ARI,1,0,0,3,-10.5,NA
win,is_after_bye,2016,Atlanta,ATL,2,0,0,17.5,12.5,NA
win,is_after_bye,2016,Baltimore,BAL,1,0,0,7,10.5,NA
win,is_after_bye,2016,Buffalo,BUF,1,0,0,4,6.5,NA
win,is_after_bye,2016,Carolina,CAR,1,0,0,10,7.5,NA
win,is_after_bye,2016,Chicago,CHI,0,1,0,-26,-28.5,NA
win,is_after_bye,2016,Cincinnati,CIN,0,1,0,-1,-2,NA
win,is_after_bye,2016,Cleveland,CLE,0,1,0,-13,-9,NA
win,is_after_bye,2016,Dallas,DAL,1,1,0,1.5,-3.8,NA
win,is_after_bye,2016,Denver,DEN,0,1,0,-3,-6.5,NA
win,is_after_bye,2016,Detroit,DET,1,0,0,7,1.5,NA
win,is_after_bye,2016,Green Bay,GBY,1,0,0,7,0,NA
win,is_after_bye,2016,Houston,HOU,1,0,0,3,6,NA
win,is_after_bye,2016,Indianapolis,IND,1,0,0,7,4,NA
win,is_after_bye,2016,Jacksonville,JAX,1,0,0,1,3.5,NA
win,is_after_bye,2016,Kansas City,KCY,1,1,0,7,5.2,NA
win,is_after_bye,2016,LA Chargers,LAC,1,0,0,8,5.5,NA
win,is_after_bye,2016,LA Rams,LAR,0,1,0,-3,0,NA
win,is_after_bye,2016,Miami,MIA,1,0,0,4,0.5,NA
win,is_after_bye,2016,Minnesota,MIN,0,1,0,-11,-13.5,NA
win,is_after_bye,2016,New Orleans,NOR,1,0,0,3,5.5,NA
win,is_after_bye,2016,New England,NWE,1,1,0,5.5,-6.2,NA
win,is_after_bye,2016,NY Giants,NYG,1,0,0,5,2,NA
win,is_after_bye,2016,NY Jets,NYJ,0,1,0,-5,3.5,NA
win,is_after_bye,2016,Oakland,OAK,1,0,0,7,0.5,NA
win,is_after_bye,2016,Philadelphia,PHI,0,1,0,-1,-4.5,NA
win,is_after_bye,2016,Pittsburgh,PIT,0,1,0,-7,-10.5,NA
win,is_after_bye,2016,Seattle,SEA,1,0,0,2,-5,NA
win,is_after_bye,2016,San Francisco,SFO,0,1,0,-18,-13,NA
win,is_after_bye,2016,Tampa Bay,TBY,1,0,0,17,18,NA
win,is_after_bye,2016,Tennessee,TEN,1,0,0,3,1,NA
win,is_after_bye,2016,Washington,WAS,1,0,0,6,3.5,NA
win,is_after_bye,2017,Arizona,ARI,1,0,0,10,7.5,NA
win,is_after_bye,2017,Atlanta,ATL,0,1,0,-3,-17,NA
win,is_after_bye,2017,Baltimore,BAL,1,0,0,23,20.5,NA
win,is_after_bye,2017,Buffalo,BUF,1,0,0,3,0,NA
win,is_after_bye,2017,Carolina,CAR,1,0,0,8,2.5,NA
win,is_after_bye,2017,Chicago,CHI,0,1,0,-7,-11.5,NA
win,is_after_bye,2017,Cincinnati,CIN,0,1,0,-15,-11,NA
win,is_after_bye,2017,Cleveland,CLE,0,1,0,-14,-3.5,NA
win,is_after_bye,2017,Dallas,DAL,1,0,0,30,23.5,NA
win,is_after_bye,2017,Denver,DEN,0,1,0,-13,-26.5,NA
win,is_after_bye,2017,Detroit,DET,0,1,0,-5,-2,NA
win,is_after_bye,2017,Green Bay,GBY,0,1,0,-13,-10.5,NA
win,is_after_bye,2017,Houston,HOU,0,1,0,-3,3,NA
win,is_after_bye,2017,Indianapolis,IND,0,1,0,-4,-1,NA
win,is_after_bye,2017,Jacksonville,JAX,1,0,0,16,10,NA
win,is_after_bye,2017,Kansas City,KCY,0,1,0,-3,-13,NA
win,is_after_bye,2017,LA Chargers,LAC,0,1,0,-3,2,NA
win,is_after_bye,2017,LA Rams,LAR,1,0,0,34,28.5,NA
win,is_after_bye,2017,Minnesota,MIN,2,0,0,6.5,3.2,NA
win,is_after_bye,2017,New Orleans,NOR,1,0,0,14,8,NA
win,is_after_bye,2017,New England,NWE,2,0,0,23,12.8,NA
win,is_after_bye,2017,NY Giants,NYG,0,1,0,-34,-28.5,NA
win,is_after_bye,2017,NY Jets,NYJ,0,1,0,-8,-2.5,NA
win,is_after_bye,2017,Oakland,OAK,0,1,0,-25,-18,NA
win,is_after_bye,2017,Philadelphia,PHI,2,0,0,16.5,14.8,NA
win,is_after_bye,2017,Pittsburgh,PIT,1,1,0,0,-8.8,NA
win,is_after_bye,2017,Seattle,SEA,1,0,0,17,13,NA
win,is_after_bye,2017,San Francisco,SFO,0,1,0,-11,-4,NA
win,is_after_bye,2017,Tennessee,TEN,1,0,0,3,0,NA
win,is_after_bye,2017,Washington,WAS,1,0,0,2,-10,NA
win,is_after_loss,2016,Arizona,ARI,5,3,0,3.6,0.2,NA
win,is_after_loss,2016,Atlanta,ATL,4,1,0,10.4,8.1,NA
win,is_after_loss,2016,Baltimore,BAL,3,4,0,-3.1,-4,NA
win,is_after_loss,2016,Buffalo,BUF,3,5,0,-2,-1.4,NA
win,is_after_loss,2016,Carolina,CAR,4,5,0,-1.2,-3.3,NA
win,is_after_loss,2016,Chicago,CHI,3,9,0,-6.3,-2.8,NA
win,is_after_loss,2016,Cincinnati,CIN,4,5,0,2.6,1.4,NA
win,is_after_loss,2016,Cleveland,CLE,1,13,0,-11.9,-4.6,NA
win,is_after_loss,2016,Dallas,DAL,2,1,0,2.3,-0.7,NA
win,is_after_loss,2016,Denver,DEN,4,3,0,0.6,-0.4,NA
win,is_after_loss,2016,Detroit,DET,2,5,0,-7.3,-3.1,NA
win,is_after_loss,2016,Green Bay,GBY,3,3,0,-1.3,-4.2,NA
win,is_after_loss,2016,Houston,HOU,5,2,0,2.7,3.2,NA
win,is_after_loss,2016,Indianapolis,IND,7,1,0,9,10.6,NA
win,is_after_loss,2016,Jacksonville,JAX,2,10,0,-4.8,-1.5,NA
win,is_after_loss,2016,Kansas City,KCY,4,0,0,15.8,14.8,NA
win,is_after_loss,2016,LA Chargers,LAC,4,6,0,1.6,1.4,NA
win,is_after_loss,2016,LA Rams,LAR,2,9,0,-12.4,-7.5,NA
win,is_after_loss,2016,Miami,MIA,3,3,0,-2.3,-0.1,NA
win,is_after_loss,2016,Minnesota,MIN,3,5,0,0.8,-0.4,NA
win,is_after_loss,2016,New Orleans,NOR,4,4,0,2.1,2.9,NA
win,is_after_loss,2016,New England,NWE,2,0,0,16.5,6.2,NA
win,is_after_loss,2016,NY Giants,NYG,3,2,0,-1,2.9,NA
win,is_after_loss,2016,NY Jets,NYJ,4,7,0,-8.2,-3.7,NA
win,is_after_loss,2016,Oakland,OAK,3,1,0,3.5,4,NA
win,is_after_loss,2016,Philadelphia,PHI,3,6,0,-2.8,-2.3,NA
win,is_after_loss,2016,Pittsburgh,PIT,2,3,0,4.2,2.2,NA
win,is_after_loss,2016,Seattle,SEA,5,0,0,16.2,6.1,NA
win,is_after_loss,2016,San Francisco,SFO,1,12,0,-13.7,-8,NA
win,is_after_loss,2016,Tampa Bay,TBY,3,4,0,-2.4,-0.6,NA
win,is_after_loss,2016,Tennessee,TEN,6,1,0,8,8.4,NA
win,is_after_loss,2016,Washington,WAS,3,2,1,2.5,2.6,NA
win,is_after_loss,2017,Arizona,ARI,7,1,0,5.2,4.6,NA
win,is_after_loss,2017,Atlanta,ATL,4,2,0,3.5,-1.2,NA
win,is_after_loss,2017,Baltimore,BAL,4,2,0,11.3,11.2,NA
win,is_after_loss,2017,Buffalo,BUF,5,2,0,-5.1,-3.4,NA
win,is_after_loss,2017,Carolina,CAR,3,2,0,1,4.4,NA
win,is_after_loss,2017,Chicago,CHI,4,6,0,-1.2,2.1,NA
win,is_after_loss,2017,Cincinnati,CIN,4,5,0,-3,-2.5,NA
win,is_after_loss,2017,Cleveland,CLE,0,15,0,-11.5,-5.2,NA
win,is_after_loss,2017,Dallas,DAL,4,3,0,2.4,1.4,NA
win,is_after_loss,2017,Denver,DEN,2,8,0,-9.4,-8,NA
win,is_after_loss,2017,Detroit,DET,4,3,0,0.6,1.1,NA
win,is_after_loss,2017,Green Bay,GBY,3,5,0,-6.1,-2.3,NA
win,is_after_loss,2017,Houston,HOU,4,7,0,-5,-2,NA
win,is_after_loss,2017,Indianapolis,IND,4,8,0,-4.9,-0.4,NA
win,is_after_loss,2017,Jacksonville,JAX,5,1,0,17.8,16.5,NA
win,is_after_loss,2017,Kansas City,KCY,2,4,0,0.7,-5.5,NA
win,is_after_loss,2017,LA Chargers,LAC,3,4,0,3,1.7,NA
win,is_after_loss,2017,LA Rams,LAR,4,1,0,8,5.6,NA
win,is_after_loss,2017,Miami,MIA,2,7,0,-7.2,-1.9,NA
win,is_after_loss,2017,Minnesota,MIN,3,0,0,15.7,10.3,NA
win,is_after_loss,2017,New Orleans,NOR,4,1,0,6.4,2.9,NA
win,is_after_loss,2017,New England,NWE,3,0,0,8,4.2,NA
win,is_after_loss,2017,NY Giants,NYG,3,10,0,-7.6,-3.3,NA
win,is_after_loss,2017,NY Jets,NYJ,3,7,0,-4.6,3.6,NA
win,is_after_loss,2017,Oakland,OAK,3,6,0,-4.6,-3,NA
win,is_after_loss,2017,Philadelphia,PHI,3,0,0,5.3,4.8,NA
win,is_after_loss,2017,Pittsburgh,PIT,3,0,0,17,14.3,NA
win,is_after_loss,2017,Seattle,SEA,5,1,0,3.7,-1.9,NA
win,is_after_loss,2017,San Francisco,SFO,2,8,0,-6.5,-0.4,NA
win,is_after_loss,2017,Tampa Bay,TBY,3,8,0,-3.9,-1.3,NA
win,is_after_loss,2017,Tennessee,TEN,4,3,0,4.6,3.8,NA
win,is_after_loss,2017,Washington,WAS,5,3,0,-0.9,-0.1,NA
win,is_after_win,2016,Arizona,ARI,2,3,1,6.5,2.8,NA
win,is_after_win,2016,Atlanta,ATL,9,4,0,9.4,7.4,NA
win,is_after_win,2016,Baltimore,BAL,4,4,0,4.8,4.4,NA
win,is_after_win,2016,Buffalo,BUF,4,3,0,6.1,3.4,NA
win,is_after_win,2016,Carolina,CAR,2,4,0,-3.5,-3.2,NA
win,is_after_win,2016,Chicago,CHI,0,3,0,-11.7,-8.7,NA
win,is_after_win,2016,Cincinnati,CIN,1,3,1,-2.6,-3.3,NA
win,is_after_win,2016,Cleveland,CLE,0,1,0,-3,0.5,NA
win,is_after_win,2016,Dallas,DAL,11,2,0,8.2,6,NA
win,is_after_win,2016,Denver,DEN,4,4,0,3.9,2.2,NA
win,is_after_win,2016,Detroit,DET,6,3,0,1.7,0.4,NA
win,is_after_win,2016,Green Bay,GBY,8,4,0,4.4,2.7,NA
win,is_after_win,2016,Houston,HOU,4,6,0,-8.2,-4.5,NA
win,is_after_win,2016,Indianapolis,IND,1,6,0,-7,-5.7,NA
win,is_after_win,2016,Jacksonville,JAX,1,2,0,-6.7,-4.7,NA
win,is_after_win,2016,Kansas City,KCY,7,5,0,0.6,-2,NA
win,is_after_win,2016,LA Chargers,LAC,1,4,0,-4.6,-4.2,NA
win,is_after_win,2016,LA Rams,LAR,2,2,0,-1.5,2.2,NA
win,is_after_win,2016,Miami,MIA,7,3,0,-1.9,-0.1,NA
win,is_after_win,2016,Minnesota,MIN,4,3,0,0.7,-0.4,NA
win,is_after_win,2016,New Orleans,NOR,3,4,0,-0.1,-0.4,NA
win,is_after_win,2016,New England,NWE,14,2,0,12.4,5.2,NA
win,is_after_win,2016,NY Giants,NYG,7,4,0,0.5,-1,NA
win,is_after_win,2016,NY Jets,NYJ,1,3,0,-10.8,-9.1,NA
win,is_after_win,2016,Oakland,OAK,8,4,0,0.2,-1,NA
win,is_after_win,2016,Philadelphia,PHI,3,3,0,7,8.3,NA
win,is_after_win,2016,Pittsburgh,PIT,10,3,0,2.3,-1.9,NA
win,is_after_win,2016,Seattle,SEA,5,5,1,-1.1,-3.7,NA
win,is_after_win,2016,San Francisco,SFO,0,2,0,-10.5,1.2,NA
win,is_after_win,2016,Tampa Bay,TBY,5,3,0,-0.6,2.9,NA
win,is_after_win,2016,Tennessee,TEN,3,5,0,-5.5,-5.9,NA
win,is_after_win,2016,Washington,WAS,4,4,0,1.8,-0.1,NA
win,is_after_win,2017,Arizona,ARI,1,6,0,-13.7,-8.4,NA
win,is_after_win,2017,Atlanta,ATL,6,5,0,1.7,-0.9,NA
win,is_after_win,2017,Baltimore,BAL,4,5,0,0.4,-3.8,NA
win,is_after_win,2017,Buffalo,BUF,3,6,0,-4.1,-0.2,NA
win,is_after_win,2017,Carolina,CAR,7,4,0,0.5,-1.8,NA
win,is_after_win,2017,Chicago,CHI,1,4,0,-7.6,-0.4,NA
win,is_after_win,2017,Cincinnati,CIN,3,3,0,-2,0,NA
win,is_after_win,2017,Dallas,DAL,4,4,0,-1.4,-4,NA
win,is_after_win,2017,Denver,DEN,2,3,0,-0.4,-3.3,NA
win,is_after_win,2017,Detroit,DET,4,4,0,2.2,0.4,NA
win,is_after_win,2017,Green Bay,GBY,3,4,0,-3.3,-3.5,NA
win,is_after_win,2017,Houston,HOU,0,4,0,-5.2,2,NA
win,is_after_win,2017,Indianapolis,IND,0,3,0,-15,-5,NA
win,is_after_win,2017,Jacksonville,JAX,6,6,0,2.2,-0.5,NA
win,is_after_win,2017,Kansas City,KCY,7,3,0,5.6,2.2,NA
win,is_after_win,2017,LA Chargers,LAC,6,2,0,8.1,6.1,NA
win,is_after_win,2017,LA Rams,LAR,6,5,0,5.4,2.9,NA
win,is_after_win,2017,Miami,MIA,3,3,0,-8.2,-4.4,NA
win,is_after_win,2017,Minnesota,MIN,10,4,0,3.4,0.3,NA
win,is_after_win,2017,New Orleans,NOR,8,4,0,8.3,5,NA
win,is_after_win,2017,New England,NWE,12,3,0,11.3,1.8,NA
win,is_after_win,2017,NY Giants,NYG,0,2,0,-13.5,-8,NA
win,is_after_win,2017,NY Jets,NYJ,2,3,0,-5.8,-3.5,NA
win,is_after_win,2017,Oakland,OAK,2,4,0,-6.8,-9.2,NA
win,is_after_win,2017,Philadelphia,PHI,12,3,0,11.8,8.3,NA
win,is_after_win,2017,Pittsburgh,PIT,9,4,0,3.2,-3.1,NA
win,is_after_win,2017,Seattle,SEA,4,5,0,2.2,0.6,NA
win,is_after_win,2017,San Francisco,SFO,4,1,0,6.6,7.3,NA
win,is_after_win,2017,Tampa Bay,TBY,1,3,0,-6.5,-3.2,NA
win,is_after_win,2017,Tennessee,TEN,6,4,0,-6.4,-6.2,NA
win,is_after_win,2017,Washington,WAS,2,5,0,-3.7,-2.7,NA
win,is_away,2016,Arizona,ARI,3,5,0,0,-0.1,NA
win,is_away,2016,Atlanta,ATL,6,2,0,9.5,10.4,NA
win,is_away,2016,Baltimore,BAL,2,6,0,-5.4,-3.5,NA
win,is_away,2016,Buffalo,BUF,3,5,0,-2.2,-1.1,NA
win,is_away,2016,Carolina,CAR,2,6,0,-5.2,-3.9,NA
win,is_away,2016,Chicago,CHI,0,8,0,-13.5,-8.3,NA
win,is_away,2016,Cincinnati,CIN,2,6,0,-4.2,-2.9,NA
win,is_away,2016,Cleveland,CLE,0,8,0,-12,-4.2,NA
win,is_away,2016,Dallas,DAL,6,2,0,5,5.5,NA
win,is_away,2016,Denver,DEN,4,4,0,0,0.4,NA
win,is_away,2016,Detroit,DET,3,6,0,-4.9,-0.9,NA
win,is_away,2016,Green Bay,GBY,5,5,0,-3.6,-3,NA
win,is_away,2016,Houston,HOU,2,6,0,-11,-4.8,NA
win,is_away,2016,Indianapolis,IND,4,3,0,6.7,11,NA
win,is_away,2016,Jacksonville,JAX,1,7,0,-7.6,-2.8,NA
win,is_away,2016,Kansas City,KCY,6,2,0,1.6,2.1,NA
win,is_away,2016,LA Chargers,LAC,2,6,0,-3.1,-1.4,NA
win,is_away,2016,LA Rams,LAR,3,5,0,-10.5,-4.5,NA
win,is_away,2016,Miami,MIA,4,5,0,-4.3,0.7,NA
win,is_away,2016,Minnesota,MIN,3,5,0,-1.6,-1.1,NA
win,is_away,2016,New Orleans,NOR,3,5,0,0.4,3.4,NA
win,is_away,2016,New England,NWE,8,0,0,12.6,7.2,NA
win,is_away,2016,NY Giants,NYG,3,5,0,-4.6,-1.2,NA
win,is_away,2016,NY Jets,NYJ,3,5,0,-11.4,-6.1,NA
win,is_away,2016,Oakland,OAK,6,3,0,-0.4,1.1,NA
win,is_away,2016,Philadelphia,PHI,1,7,0,-4.2,-2,NA
win,is_away,2016,Pittsburgh,PIT,6,4,0,-0.1,-3,NA
win,is_away,2016,Seattle,SEA,3,5,1,-5,-6.2,NA
win,is_away,2016,San Francisco,SFO,1,7,0,-15.5,-6.8,NA
win,is_away,2016,Tampa Bay,TBY,5,3,0,-1.2,3.4,NA
win,is_away,2016,Tennessee,TEN,4,4,0,-2.6,-0.8,NA
win,is_away,2016,Washington,WAS,4,3,0,2.4,3.8,NA
win,is_away,2017,Arizona,ARI,3,4,0,-5.6,-4.4,NA
win,is_away,2017,Atlanta,ATL,6,4,0,0,-1.4,NA
win,is_away,2017,Baltimore,BAL,4,3,0,8.7,10.2,NA
win,is_away,2017,Buffalo,BUF,3,6,0,-7,-1.8,NA
win,is_away,2017,Carolina,CAR,5,4,0,0.8,2.7,NA
win,is_away,2017,Chicago,CHI,2,6,0,-9.1,-0.9,NA
win,is_away,2017,Cincinnati,CIN,3,5,0,-4.2,0.9,NA
win,is_away,2017,Cleveland,CLE,0,8,0,-11.4,-4.1,NA
win,is_away,2017,Dallas,DAL,6,2,0,4.9,2.1,NA
win,is_away,2017,Denver,DEN,1,7,0,-13.2,-11.8,NA
win,is_away,2017,Detroit,DET,5,3,0,-0.9,-0.2,NA
win,is_away,2017,Green Bay,GBY,3,5,0,-5.1,-1.4,NA
win,is_away,2017,Houston,HOU,1,7,0,-11.6,-3.2,NA
win,is_away,2017,Indianapolis,IND,1,7,0,-13.4,-5,NA
win,is_away,2017,Jacksonville,JAX,5,5,0,5.9,6.5,NA
win,is_away,2017,Kansas City,KCY,4,4,0,2.2,1.2,NA
win,is_away,2017,LA Chargers,LAC,4,4,0,0.5,2.1,NA
win,is_away,2017,LA Rams,LAR,7,1,0,11.1,9.2,NA
win,is_away,2017,Miami,MIA,2,6,0,-14.4,-7.6,NA
win,is_away,2017,Minnesota,MIN,5,3,0,-2,-3.3,NA
win,is_away,2017,New Orleans,NOR,3,5,0,4.5,5.4,NA
win,is_away,2017,New England,NWE,6,1,0,9.9,3.4,NA
win,is_away,2017,NY Giants,NYG,1,7,0,-7.2,-1.8,NA
win,is_away,2017,NY Jets,NYJ,1,7,0,-11.8,-4.8,NA
win,is_away,2017,Oakland,OAK,2,6,0,-8.8,-5.9,NA
win,is_away,2017,Philadelphia,PHI,6,2,0,5,3.9,NA
win,is_away,2017,Pittsburgh,PIT,7,1,0,7.4,2,NA
win,is_away,2017,Seattle,SEA,5,3,0,3.6,3.2,NA
win,is_away,2017,San Francisco,SFO,3,5,0,-0.2,4.9,NA
win,is_away,2017,Tampa Bay,TBY,1,7,0,-7.2,-3.5,NA
win,is_away,2017,Tennessee,TEN,4,6,0,-7.1,-5.4,NA
win,is_away,2017,Washington,WAS,2,6,0,-7.6,-3.6,NA
win,is_away_dog,2016,Arizona,ARI,1,3,0,-8,-3.8,NA
win,is_away_dog,2016,Atlanta,ATL,3,2,0,3.2,7,NA
win,is_away_dog,2016,Baltimore,BAL,0,5,0,-6.6,-1.8,NA
win,is_away_dog,2016,Buffalo,BUF,2,3,0,-1.2,2.3,NA
win,is_away_dog,2016,Carolina,CAR,1,3,0,-6.5,-1,NA
win,is_away_dog,2016,Chicago,CHI,0,7,0,-11.7,-5.4,NA
win,is_away_dog,2016,Cincinnati,CIN,1,4,0,-6.4,-2.8,NA
win,is_away_dog,2016,Cleveland,CLE,0,8,0,-12,-4.2,NA
win,is_away_dog,2016,Dallas,DAL,3,1,0,2.2,6.8,NA
win,is_away_dog,2016,Denver,DEN,2,3,0,-4.4,-1.8,NA
win,is_away_dog,2016,Detroit,DET,3,5,0,-5.1,-0.2,NA
win,is_away_dog,2016,Green Bay,GBY,2,3,0,-5,-0.6,NA
win,is_away_dog,2016,Houston,HOU,2,5,0,-8.7,-1.6,NA
win,is_away_dog,2016,Indianapolis,IND,4,3,0,6.7,11,NA
win,is_away_dog,2016,Jacksonville,JAX,1,7,0,-7.6,-2.8,NA
win,is_away_dog,2016,Kansas City,KCY,3,1,0,-5.5,-1.9,NA
win,is_away_dog,2016,LA Chargers,LAC,1,5,0,-5,-1.6,NA
win,is_away_dog,2016,LA Rams,LAR,2,4,0,-9.8,-1.2,NA
win,is_away_dog,2016,Miami,MIA,3,5,0,-7.5,-1.6,NA
win,is_away_dog,2016,Minnesota,MIN,1,3,0,-2.5,1.6,NA
win,is_away_dog,2016,New Orleans,NOR,2,5,0,-2.1,2,NA
win,is_away_dog,2016,New England,NWE,1,0,0,2,11,NA
win,is_away_dog,2016,NY Giants,NYG,2,5,0,-7.3,-2.5,NA
win,is_away_dog,2016,NY Jets,NYJ,2,5,0,-13.4,-7,NA
win,is_away_dog,2016,Oakland,OAK,4,3,0,-2,0.5,NA
win,is_away_dog,2016,Philadelphia,PHI,1,5,0,-4.3,-0.2,NA
win,is_away_dog,2016,Pittsburgh,PIT,1,1,0,-8.5,-4.5,NA
win,is_away_dog,2016,Seattle,SEA,1,1,1,-3,2.5,NA
win,is_away_dog,2016,San Francisco,SFO,1,6,0,-14.9,-4.9,NA
win,is_away_dog,2016,Tampa Bay,TBY,5,3,0,-1.2,3.4,NA
win,is_away_dog,2016,Tennessee,TEN,3,3,0,-1,3.2,NA
win,is_away_dog,2016,Washington,WAS,2,2,0,-1.2,2.6,NA
win,is_away_dog,2017,Arizona,ARI,1,3,0,-10,-4.9,NA
win,is_away_dog,2017,Atlanta,ATL,1,2,0,-4.3,0.7,NA
win,is_away_dog,2017,Baltimore,BAL,2,3,0,4.2,8.1,NA
win,is_away_dog,2017,Buffalo,BUF,2,5,0,-8,-0.6,NA
