trend,sc,season,tm_tr,tm,w,l,t,mov,ats,total
ats,is_home_dog,2017,Cleveland,CLE,2,5,0,-9.7,-4.5,NA
ats,is_home_dog,2017,Dallas,DAL,1,2,0,-8.7,-5.8,NA
ats,is_home_dog,2017,Denver,DEN,2,1,0,7.7,11.2,NA
ats,is_home_dog,2017,Detroit,DET,1,3,0,-1,1.8,NA
ats,is_home_dog,2017,Green Bay,GBY,0,4,0,-15.2,-11,NA
ats,is_home_dog,2017,Houston,HOU,1,2,0,2.3,6.5,NA
ats,is_home_dog,2017,Indianapolis,IND,3,3,0,-7.7,-3.1,NA
ats,is_home_dog,2017,Jacksonville,JAX,0,1,0,-21,-20,NA
ats,is_home_dog,2017,LA Chargers,LAC,1,1,0,3.5,5.5,NA
ats,is_home_dog,2017,LA Rams,LAR,0,1,0,-21,-15,NA
ats,is_home_dog,2017,Miami,MIA,2,2,1,2.8,6.4,NA
ats,is_home_dog,2017,Minnesota,MIN,1,0,0,13,16,NA
ats,is_home_dog,2017,New Orleans,NOR,0,1,0,-16,-10.5,NA
ats,is_home_dog,2017,NY Giants,NYG,3,3,0,-10.8,-4.9,NA
ats,is_home_dog,2017,NY Jets,NYJ,7,1,0,1.2,6.9,NA
ats,is_home_dog,2017,Oakland,OAK,1,0,1,-1,2,NA
ats,is_home_dog,2017,Philadelphia,PHI,2,1,0,10,13,NA
ats,is_home_dog,2017,Pittsburgh,PIT,0,1,0,-3,-0.5,NA
ats,is_home_dog,2017,Seattle,SEA,1,2,0,-8,-6.2,NA
ats,is_home_dog,2017,San Francisco,SFO,3,4,0,-7.4,-3.1,NA
ats,is_home_dog,2017,Tampa Bay,TBY,2,1,0,-0.3,5.2,NA
ats,is_home_dog,2017,Tennessee,TEN,1,0,0,-4,1.5,NA
ats,is_home_dog,2017,Washington,WAS,1,3,0,-4.5,-2.1,NA
ats,is_home_fav,2016,Arizona,ARI,3,5,0,7,0.1,NA
ats,is_home_fav,2016,Atlanta,ATL,4,5,0,9.1,3.3,NA
ats,is_home_fav,2016,Baltimore,BAL,4,3,0,8.3,4,NA
ats,is_home_fav,2016,Buffalo,BUF,2,3,0,9.4,3,NA
ats,is_home_fav,2016,Carolina,CAR,3,4,0,3.7,-1.1,NA
ats,is_home_fav,2016,Chicago,CHI,0,2,0,-8,-10.8,NA
ats,is_home_fav,2016,Cincinnati,CIN,3,2,0,6.2,0.8,NA
ats,is_home_fav,2016,Dallas,DAL,4,4,0,7.2,1.8,NA
ats,is_home_fav,2016,Denver,DEN,4,2,0,8,3.7,NA
ats,is_home_fav,2016,Detroit,DET,3,2,0,3,-1.7,NA
ats,is_home_fav,2016,Green Bay,GBY,5,2,1,7.1,0.8,NA
ats,is_home_fav,2016,Houston,HOU,4,2,1,6,2.6,NA
ats,is_home_fav,2016,Indianapolis,IND,3,3,0,2,-1.8,NA
ats,is_home_fav,2016,Jacksonville,JAX,0,2,0,-10,-12.5,NA
ats,is_home_fav,2016,Kansas City,KCY,3,5,1,7,2,NA
ats,is_home_fav,2016,LA Chargers,LAC,2,3,0,3.4,-0.1,NA
ats,is_home_fav,2016,LA Rams,LAR,0,2,0,-2.5,-6,NA
ats,is_home_fav,2016,Miami,MIA,1,2,1,1,-4.8,NA
ats,is_home_fav,2016,Minnesota,MIN,4,2,0,5.3,0.8,NA
ats,is_home_fav,2016,New Orleans,NOR,2,4,0,0.7,-3.5,NA
ats,is_home_fav,2016,New England,NWE,7,2,0,11.1,2.1,NA
ats,is_home_fav,2016,NY Giants,NYG,3,3,0,4.5,0.4,NA
ats,is_home_fav,2016,NY Jets,NYJ,1,2,0,-8,-9.3,NA
ats,is_home_fav,2016,Oakland,OAK,3,3,0,5.2,2.1,NA
ats,is_home_fav,2016,Philadelphia,PHI,4,1,0,6.6,3,NA
ats,is_home_fav,2016,Pittsburgh,PIT,5,3,0,10.6,4.9,NA
ats,is_home_fav,2016,Seattle,SEA,6,3,0,12.3,3.4,NA
ats,is_home_fav,2016,San Francisco,SFO,0,2,0,-11.5,-13.5,NA
ats,is_home_fav,2016,Tampa Bay,TBY,1,3,0,-1.2,-3.8,NA
ats,is_home_fav,2016,Tennessee,TEN,3,2,0,3.6,-0.3,NA
ats,is_home_fav,2016,Washington,WAS,3,3,0,1.8,-3.6,NA
ats,is_home_fav,2017,Arizona,ARI,1,1,0,13,8.5,NA
ats,is_home_fav,2017,Atlanta,ATL,5,3,0,5.8,-0.4,NA
ats,is_home_fav,2017,Baltimore,BAL,3,4,0,12.1,5.4,NA
ats,is_home_fav,2017,Buffalo,BUF,4,0,1,9.2,5.4,NA
ats,is_home_fav,2017,Carolina,CAR,2,4,0,2.3,-3.7,NA
ats,is_home_fav,2017,Chicago,CHI,1,2,0,3,-1.2,NA
ats,is_home_fav,2017,Cincinnati,CIN,2,4,0,-5.2,-11,NA
ats,is_home_fav,2017,Dallas,DAL,2,3,0,1.8,-2.3,NA
ats,is_home_fav,2017,Denver,DEN,1,3,1,-2,-7.1,NA
ats,is_home_fav,2017,Detroit,DET,3,1,0,11.2,5,NA
ats,is_home_fav,2017,Green Bay,GBY,3,1,0,9.5,4.5,NA
ats,is_home_fav,2017,Houston,HOU,2,3,0,-2.4,-6.9,NA
ats,is_home_fav,2017,Indianapolis,IND,2,0,0,6,2.8,NA
ats,is_home_fav,2017,Jacksonville,JAX,4,3,0,11.4,5.2,NA
ats,is_home_fav,2017,Kansas City,KCY,6,3,0,6.3,0.3,NA
ats,is_home_fav,2017,LA Chargers,LAC,3,3,0,12,5.5,NA
ats,is_home_fav,2017,LA Rams,LAR,3,4,0,5,0.6,NA
ats,is_home_fav,2017,Miami,MIA,0,0,1,3,0,NA
ats,is_home_fav,2017,Minnesota,MIN,4,3,0,10.4,4.3,NA
ats,is_home_fav,2017,New Orleans,NOR,5,3,0,10.2,2.2,NA
ats,is_home_fav,2017,New England,NWE,6,4,0,9.3,-1.3,NA
ats,is_home_fav,2017,NY Giants,NYG,0,2,0,-9.5,-12.5,NA
ats,is_home_fav,2017,Oakland,OAK,2,3,0,5,-1.7,NA
ats,is_home_fav,2017,Philadelphia,PHI,5,2,0,18.3,9.7,NA
ats,is_home_fav,2017,Pittsburgh,PIT,3,5,0,4.9,-2.5,NA
ats,is_home_fav,2017,Seattle,SEA,1,4,0,5.8,-3.8,NA
ats,is_home_fav,2017,San Francisco,SFO,0,1,0,2,-0.5,NA
ats,is_home_fav,2017,Tampa Bay,TBY,2,2,0,3.8,0.8,NA
ats,is_home_fav,2017,Tennessee,TEN,4,2,1,4.7,0.6,NA
ats,is_home_fav,2017,Washington,WAS,3,1,0,8.2,1.8,NA
ats,is_playoff,2016,Atlanta,ATL,2,1,0,11,7.7,NA
ats,is_playoff,2016,Dallas,DAL,0,1,0,-3,-8.5,NA
ats,is_playoff,2016,Detroit,DET,0,1,0,-20,-12,NA
ats,is_playoff,2016,Green Bay,GBY,2,1,0,1.7,4,NA
ats,is_playoff,2016,Houston,HOU,1,1,0,-2.5,3.5,NA
ats,is_playoff,2016,Kansas City,KCY,0,1,0,-2,-4.5,NA
ats,is_playoff,2016,Miami,MIA,0,1,0,-18,-7,NA
ats,is_playoff,2016,New England,NWE,3,0,0,14.3,6.2,NA
ats,is_playoff,2016,NY Giants,NYG,0,1,0,-25,-20,NA
ats,is_playoff,2016,Oakland,OAK,0,1,0,-13,-9,NA
ats,is_playoff,2016,Pittsburgh,PIT,2,1,0,0.3,-0.7,NA
ats,is_playoff,2016,Seattle,SEA,1,1,0,2,1.2,NA
ats,is_playoff,2017,Atlanta,ATL,1,1,0,4,6,NA
ats,is_playoff,2017,Buffalo,BUF,1,0,0,-7,1,NA
ats,is_playoff,2017,Carolina,CAR,1,0,0,-5,1.5,NA
ats,is_playoff,2017,Jacksonville,JAX,2,1,0,2,4.2,NA
ats,is_playoff,2017,Kansas City,KCY,0,1,0,-1,-9.5,NA
ats,is_playoff,2017,LA Rams,LAR,0,1,0,-13,-19.5,NA
ats,is_playoff,2017,Minnesota,MIN,0,2,0,-13,-17.2,NA
ats,is_playoff,2017,New Orleans,NOR,1,1,0,0,-0.5,NA
ats,is_playoff,2017,New England,NWE,1,2,0,5.7,-2.8,NA
ats,is_playoff,2017,Philadelphia,PHI,3,0,0,14.7,18,NA
ats,is_playoff,2017,Pittsburgh,PIT,0,1,0,-3,-10,NA
ats,is_playoff,2017,Tennessee,TEN,1,1,0,-10,1,NA
ats,non_conference,2016,Arizona,ARI,1,3,0,1.2,-4.6,NA
ats,non_conference,2016,Atlanta,ATL,2,3,0,0.8,1,NA
ats,non_conference,2016,Baltimore,BAL,0,4,0,-4.8,-4.4,NA
ats,non_conference,2016,Buffalo,BUF,3,1,0,12.2,12.4,NA
ats,non_conference,2016,Carolina,CAR,2,2,0,1.2,0.4,NA
ats,non_conference,2016,Chicago,CHI,1,3,0,-5.5,-2.1,NA
ats,non_conference,2016,Cincinnati,CIN,1,3,0,0.8,-1.4,NA
ats,non_conference,2016,Cleveland,CLE,0,4,0,-17.2,-11,NA
ats,non_conference,2016,Dallas,DAL,4,0,0,13.5,11.4,NA
ats,non_conference,2016,Denver,DEN,3,1,0,4,3.8,NA
ats,non_conference,2016,Detroit,DET,2,2,0,0.8,-1.2,NA
ats,non_conference,2016,Green Bay,GBY,2,2,0,-3.8,-8.9,NA
ats,non_conference,2016,Houston,HOU,2,2,0,-2.5,-1,NA
ats,non_conference,2016,Indianapolis,IND,3,1,0,8.8,10.2,NA
ats,non_conference,2016,Jacksonville,JAX,1,3,0,-4.8,-1.1,NA
ats,non_conference,2016,Kansas City,KCY,2,1,1,2,0.8,NA
ats,non_conference,2016,LA Chargers,LAC,1,3,0,-4.2,-4.6,NA
ats,non_conference,2016,LA Rams,LAR,1,3,0,-7,-3.6,NA
ats,non_conference,2016,Miami,MIA,3,0,1,3,4.6,NA
ats,non_conference,2016,Minnesota,MIN,3,1,0,2,-2.1,NA
ats,non_conference,2016,New Orleans,NOR,1,2,1,-2,-1,NA
ats,non_conference,2016,New England,NWE,4,1,0,6,1,NA
ats,non_conference,2016,NY Giants,NYG,3,1,0,2.2,1.6,NA
ats,non_conference,2016,NY Jets,NYJ,1,3,0,-8,-4.9,NA
ats,non_conference,2016,Oakland,OAK,2,2,0,0.8,-0.2,NA
ats,non_conference,2016,Philadelphia,PHI,3,1,0,7.8,9.4,NA
ats,non_conference,2016,Pittsburgh,PIT,2,2,0,-1,-4.9,NA
ats,non_conference,2016,Seattle,SEA,3,1,0,6.2,3.9,NA
ats,non_conference,2016,San Francisco,SFO,0,3,1,-13.8,-8.2,NA
ats,non_conference,2016,Tampa Bay,TBY,2,2,0,-4.2,-1,NA
ats,non_conference,2016,Tennessee,TEN,2,2,0,5,6.2,NA
ats,non_conference,2016,Washington,WAS,3,1,0,-1.2,-0.8,NA
ats,non_conference,2017,Arizona,ARI,2,2,0,0.2,1.2,NA
ats,non_conference,2017,Atlanta,ATL,0,4,0,-5,-11.4,NA
ats,non_conference,2017,Baltimore,BAL,2,2,0,9,7.6,NA
ats,non_conference,2017,Buffalo,BUF,2,1,1,-8.5,-5.1,NA
ats,non_conference,2017,Carolina,CAR,3,1,0,10.2,7.5,NA
ats,non_conference,2017,Chicago,CHI,4,0,0,13,16.2,NA
ats,non_conference,2017,Cincinnati,CIN,2,2,0,-11.8,-7.6,NA
ats,non_conference,2017,Cleveland,CLE,0,4,0,-13.5,-6.1,NA
ats,non_conference,2017,Dallas,DAL,1,2,1,-8.2,-10,NA
ats,non_conference,2017,Denver,DEN,1,3,0,-8,-8.2,NA
ats,non_conference,2017,Detroit,DET,1,3,0,-6,-8,NA
ats,non_conference,2017,Green Bay,GBY,2,2,0,-4.2,-2.5,NA
ats,non_conference,2017,Houston,HOU,2,2,0,-7.2,-3.6,NA
ats,non_conference,2017,Indianapolis,IND,2,2,0,-16.2,-10.2,NA
ats,non_conference,2017,Jacksonville,JAX,1,3,0,-4.5,-8,NA
ats,non_conference,2017,Kansas City,KCY,2,2,0,0.5,-4,NA
ats,non_conference,2017,LA Chargers,LAC,3,1,0,10.5,9,NA
ats,non_conference,2017,LA Rams,LAR,3,1,0,19.2,14.2,NA
ats,non_conference,2017,Miami,MIA,1,3,0,-12.8,-6,NA
ats,non_conference,2017,Minnesota,MIN,3,1,0,8.8,3.8,NA
ats,non_conference,2017,New Orleans,NOR,2,2,0,13.2,9,NA
ats,non_conference,2017,New England,NWE,3,2,0,5.2,0.1,NA
ats,non_conference,2017,NY Giants,NYG,3,1,0,1,8.6,NA
ats,non_conference,2017,NY Jets,NYJ,2,2,0,-7.5,-0.1,NA
ats,non_conference,2017,Oakland,OAK,1,2,1,-5.5,-5.6,NA
ats,non_conference,2017,Philadelphia,PHI,3,2,0,8,6.7,NA
ats,non_conference,2017,Pittsburgh,PIT,2,2,0,4.8,-3.4,NA
ats,non_conference,2017,Seattle,SEA,1,3,0,4.8,1.4,NA
ats,non_conference,2017,San Francisco,SFO,2,2,0,5,5.4,NA
ats,non_conference,2017,Tampa Bay,TBY,2,1,1,1.8,2.9,NA
ats,non_conference,2017,Tennessee,TEN,3,1,0,-1.2,-0.4,NA
ats,non_conference,2017,Washington,WAS,2,2,0,1.8,5,NA
ats,non_division,2016,Arizona,ARI,3,7,0,0.4,-2.5,NA
ats,non_division,2016,Atlanta,ATL,8,5,0,8.3,6.2,NA
ats,non_division,2016,Baltimore,BAL,2,8,0,0.5,0.2,NA
ats,non_division,2016,Buffalo,BUF,5,5,0,5.3,4.4,NA
ats,non_division,2016,Carolina,CAR,5,4,1,0.3,-0.9,NA
ats,non_division,2016,Chicago,CHI,3,7,0,-8.3,-5.8,NA
ats,non_division,2016,Cincinnati,CIN,4,6,0,-1.7,-2.8,NA
ats,non_division,2016,Cleveland,CLE,3,7,0,-11.7,-4.7,NA
ats,non_division,2016,Dallas,DAL,8,3,0,10.5,7.5,NA
ats,non_division,2016,Denver,DEN,7,3,0,5.4,4.3,NA
ats,non_division,2016,Detroit,DET,6,5,0,-2.5,-0.7,NA
ats,non_division,2016,Green Bay,GBY,7,5,1,0.5,-0.5,NA
ats,non_division,2016,Houston,HOU,4,8,0,-5.5,-2.7,NA
ats,non_division,2016,Indianapolis,IND,5,5,0,1.1,3.7,NA
ats,non_division,2016,Jacksonville,JAX,4,6,0,-8.4,-4.7,NA
ats,non_division,2016,Kansas City,KCY,4,6,1,0.9,-1.3,NA
ats,non_division,2016,LA Chargers,LAC,4,6,0,0.9,-0.8,NA
ats,non_division,2016,LA Rams,LAR,2,7,1,-9.2,-5.5,NA
ats,non_division,2016,Miami,MIA,5,5,1,-3.5,-1,NA
ats,non_division,2016,Minnesota,MIN,7,3,0,2.1,0.8,NA
ats,non_division,2016,New Orleans,NOR,6,3,1,3.2,2.5,NA
ats,non_division,2016,New England,NWE,12,1,0,12.5,6.3,NA
ats,non_division,2016,NY Giants,NYG,5,5,1,-0.9,-1.3,NA
ats,non_division,2016,NY Jets,NYJ,3,7,0,-9.2,-7.3,NA
ats,non_division,2016,Oakland,OAK,8,3,0,4,3.2,NA
ats,non_division,2016,Philadelphia,PHI,6,4,0,4,4.9,NA
ats,non_division,2016,Pittsburgh,PIT,8,5,0,3.5,0.4,NA
ats,non_division,2016,Seattle,SEA,6,6,0,2.8,-0.7,NA
ats,non_division,2016,San Francisco,SFO,0,9,1,-16.4,-11.2,NA
ats,non_division,2016,Tampa Bay,TBY,6,4,0,-0.9,2.4,NA
ats,non_division,2016,Tennessee,TEN,5,5,0,2.5,3.4,NA
ats,non_division,2016,Washington,WAS,6,4,0,1.7,0.5,NA
ats,non_division,2017,Arizona,ARI,4,6,0,-2.6,-1.2,NA
ats,non_division,2017,Atlanta,ATL,5,7,0,2.2,-1.2,NA
ats,non_division,2017,Baltimore,BAL,4,5,1,6.3,3.6,NA
ats,non_division,2017,Buffalo,BUF,7,3,1,-3,0.5,NA
ats,non_division,2017,Carolina,CAR,7,3,0,5.9,4,NA
ats,non_division,2017,Chicago,CHI,6,4,0,0.1,4.9,NA
ats,non_division,2017,Cincinnati,CIN,5,5,0,-6.3,-5.2,NA
ats,non_division,2017,Cleveland,CLE,2,8,0,-10,-3.4,NA
ats,non_division,2017,Dallas,DAL,3,6,1,-3,-5.5,NA
ats,non_division,2017,Denver,DEN,3,7,0,-6.1,-6.4,NA
ats,non_division,2017,Detroit,DET,4,6,0,-1.6,-1.1,NA
ats,non_division,2017,Green Bay,GBY,5,5,0,-2.6,-1.2,NA
ats,non_division,2017,Houston,HOU,6,4,0,-5.5,-1.2,NA
ats,non_division,2017,Indianapolis,IND,6,4,0,-9.1,-2.6,NA
ats,non_division,2017,Jacksonville,JAX,7,6,0,5.7,4.2,NA
ats,non_division,2017,Kansas City,KCY,5,6,0,1.9,-2.4,NA
ats,non_division,2017,LA Chargers,LAC,5,5,0,7.5,4.9,NA
ats,non_division,2017,LA Rams,LAR,6,5,0,7,4,NA
ats,non_division,2017,Miami,MIA,4,5,1,-7.6,-2.8,NA
ats,non_division,2017,Minnesota,MIN,8,4,0,4.9,2.1,NA
ats,non_division,2017,New Orleans,NOR,6,5,0,6,3,NA
ats,non_division,2017,New England,NWE,8,5,0,7.7,0.7,NA
ats,non_division,2017,NY Giants,NYG,4,6,0,-9.6,-5.7,NA
ats,non_division,2017,NY Jets,NYJ,6,4,0,-7.2,-1.6,NA
ats,non_division,2017,Oakland,OAK,3,5,2,-4.2,-5.1,NA
ats,non_division,2017,Philadelphia,PHI,10,3,0,11.8,9.2,NA
ats,non_division,2017,Pittsburgh,PIT,5,6,0,4.7,-1.3,NA
ats,non_division,2017,Seattle,SEA,4,6,0,4.5,3.1,NA
ats,non_division,2017,San Francisco,SFO,5,5,0,-4.4,-0.1,NA
ats,non_division,2017,Tampa Bay,TBY,3,6,1,0,-0.5,NA
ats,non_division,2017,Tennessee,TEN,4,7,1,-4.5,-3.1,NA
ats,non_division,2017,Washington,WAS,6,4,0,1.3,3.1,NA
ou,is_after_bye,2016,Arizona,ARI,0,1,0,NA,NA,-3.5
ou,is_after_bye,2016,Atlanta,ATL,2,0,0,NA,NA,6.5
ou,is_after_bye,2016,Baltimore,BAL,0,1,0,NA,NA,-11
ou,is_after_bye,2016,Buffalo,BUF,0,1,0,NA,NA,-20
ou,is_after_bye,2016,Carolina,CAR,1,0,0,NA,NA,4.5
ou,is_after_bye,2016,Chicago,CHI,1,0,0,NA,NA,1
ou,is_after_bye,2016,Cincinnati,CIN,0,1,0,NA,NA,-8.5
ou,is_after_bye,2016,Cleveland,CLE,0,1,0,NA,NA,-9
ou,is_after_bye,2016,Dallas,DAL,2,0,0,NA,NA,10.2
ou,is_after_bye,2016,Denver,DEN,1,0,0,NA,NA,17
ou,is_after_bye,2016,Detroit,DET,0,1,0,NA,NA,-2
ou,is_after_bye,2016,Green Bay,GBY,0,1,0,NA,NA,-10
ou,is_after_bye,2016,Houston,HOU,1,0,0,NA,NA,3
ou,is_after_bye,2016,Indianapolis,IND,0,1,0,NA,NA,-12.5
ou,is_after_bye,2016,Jacksonville,JAX,0,1,0,NA,NA,-13
ou,is_after_bye,2016,Kansas City,KCY,0,2,0,NA,NA,-11
ou,is_after_bye,2016,LA Chargers,LAC,0,1,0,NA,NA,-11.5
ou,is_after_bye,2016,LA Rams,LAR,0,1,0,NA,NA,-21.5
ou,is_after_bye,2016,Miami,MIA,1,0,0,NA,NA,5
ou,is_after_bye,2016,Minnesota,MIN,0,1,0,NA,NA,-8
ou,is_after_bye,2016,New Orleans,NOR,1,0,0,NA,NA,25.5
ou,is_after_bye,2016,New England,NWE,2,0,0,NA,NA,5.8
ou,is_after_bye,2016,NY Giants,NYG,1,0,0,NA,NA,8.5
ou,is_after_bye,2016,NY Jets,NYJ,0,1,0,NA,NA,-9
ou,is_after_bye,2016,Oakland,OAK,1,0,0,NA,NA,1.5
ou,is_after_bye,2016,Philadelphia,PHI,1,0,0,NA,NA,1
ou,is_after_bye,2016,Pittsburgh,PIT,0,1,0,NA,NA,-11
ou,is_after_bye,2016,Seattle,SEA,1,0,0,NA,NA,4.5
ou,is_after_bye,2016,San Francisco,SFO,1,0,0,NA,NA,11
ou,is_after_bye,2016,Tampa Bay,TBY,1,0,0,NA,NA,6
ou,is_after_bye,2016,Tennessee,TEN,0,1,0,NA,NA,-21
ou,is_after_bye,2016,Washington,WAS,1,0,0,NA,NA,4
ou,is_after_bye,2017,Arizona,ARI,0,1,0,NA,NA,-9
ou,is_after_bye,2017,Atlanta,ATL,0,1,0,NA,NA,-9
ou,is_after_bye,2017,Baltimore,BAL,0,1,0,NA,NA,-15.5
ou,is_after_bye,2017,Buffalo,BUF,1,0,0,NA,NA,10.5
ou,is_after_bye,2017,Carolina,CAR,1,0,0,NA,NA,22.5
ou,is_after_bye,2017,Chicago,CHI,1,0,0,NA,NA,1.5
ou,is_after_bye,2017,Cincinnati,CIN,1,0,0,NA,NA,3
ou,is_after_bye,2017,Cleveland,CLE,1,0,0,NA,NA,19.5
ou,is_after_bye,2017,Dallas,DAL,1,0,0,NA,NA,2
ou,is_after_bye,2017,Denver,DEN,0,1,0,NA,NA,-4.5
ou,is_after_bye,2017,Detroit,DET,0,1,0,NA,NA,-9.5
ou,is_after_bye,2017,Green Bay,GBY,1,0,0,NA,NA,4.5
ou,is_after_bye,2017,Houston,HOU,1,0,0,NA,NA,34
ou,is_after_bye,2017,Indianapolis,IND,0,1,0,NA,NA,-10.5
ou,is_after_bye,2017,Jacksonville,JAX,0,1,0,NA,NA,-8
ou,is_after_bye,2017,Kansas City,KCY,0,1,0,NA,NA,-23.5
ou,is_after_bye,2017,LA Chargers,LAC,0,1,0,NA,NA,-3.5
ou,is_after_bye,2017,LA Rams,LAR,1,0,0,NA,NA,25.5
ou,is_after_bye,2017,Minnesota,MIN,2,0,0,NA,NA,15.8
ou,is_after_bye,2017,New Orleans,NOR,1,0,0,NA,NA,39.5
ou,is_after_bye,2017,New England,NWE,2,0,0,NA,NA,6.2
ou,is_after_bye,2017,NY Giants,NYG,1,0,0,NA,NA,25.5
ou,is_after_bye,2017,NY Jets,NYJ,1,0,0,NA,NA,22.5
ou,is_after_bye,2017,Oakland,OAK,0,1,0,NA,NA,-14
ou,is_after_bye,2017,Philadelphia,PHI,0,2,0,NA,NA,-8.5
ou,is_after_bye,2017,Pittsburgh,PIT,1,1,0,NA,NA,18.2
ou,is_after_bye,2017,Seattle,SEA,0,1,0,NA,NA,-8
ou,is_after_bye,2017,San Francisco,SFO,0,1,0,NA,NA,-8
ou,is_after_bye,2017,Tennessee,TEN,1,0,0,NA,NA,2
ou,is_after_bye,2017,Washington,WAS,1,0,0,NA,NA,4
ou,is_after_loss,2016,Arizona,ARI,5,3,0,NA,NA,8.4
ou,is_after_loss,2016,Atlanta,ATL,5,0,0,NA,NA,12
ou,is_after_loss,2016,Baltimore,BAL,2,5,0,NA,NA,-3.3
ou,is_after_loss,2016,Buffalo,BUF,6,2,0,NA,NA,5.2
ou,is_after_loss,2016,Carolina,CAR,5,4,0,NA,NA,5.9
ou,is_after_loss,2016,Chicago,CHI,6,6,0,NA,NA,-1.8
ou,is_after_loss,2016,Cincinnati,CIN,4,5,0,NA,NA,-6.2
ou,is_after_loss,2016,Cleveland,CLE,7,7,0,NA,NA,-0.5
ou,is_after_loss,2016,Dallas,DAL,2,1,0,NA,NA,4.7
ou,is_after_loss,2016,Denver,DEN,1,6,0,NA,NA,-7.6
ou,is_after_loss,2016,Detroit,DET,4,3,0,NA,NA,0.1
ou,is_after_loss,2016,Green Bay,GBY,4,2,0,NA,NA,7.1
ou,is_after_loss,2016,Houston,HOU,3,4,0,NA,NA,-4.6
ou,is_after_loss,2016,Indianapolis,IND,5,3,0,NA,NA,2.2
ou,is_after_loss,2016,Jacksonville,JAX,8,4,0,NA,NA,1.9
ou,is_after_loss,2016,Kansas City,KCY,2,2,0,NA,NA,-1.5
ou,is_after_loss,2016,LA Chargers,LAC,5,5,0,NA,NA,3.5
ou,is_after_loss,2016,LA Rams,LAR,5,6,0,NA,NA,-4
ou,is_after_loss,2016,Miami,MIA,4,2,0,NA,NA,3.8
ou,is_after_loss,2016,Minnesota,MIN,5,3,0,NA,NA,3.2
ou,is_after_loss,2016,New Orleans,NOR,4,4,0,NA,NA,4.8
ou,is_after_loss,2016,New England,NWE,0,2,0,NA,NA,-3
ou,is_after_loss,2016,NY Giants,NYG,1,4,0,NA,NA,-11.9
ou,is_after_loss,2016,NY Jets,NYJ,3,8,0,NA,NA,-2.5
ou,is_after_loss,2016,Oakland,OAK,2,2,0,NA,NA,-7.5
ou,is_after_loss,2016,Philadelphia,PHI,6,3,0,NA,NA,0.3
ou,is_after_loss,2016,Pittsburgh,PIT,2,3,0,NA,NA,-1.2
ou,is_after_loss,2016,Seattle,SEA,4,1,0,NA,NA,3.9
ou,is_after_loss,2016,San Francisco,SFO,8,5,0,NA,NA,3.8
ou,is_after_loss,2016,Tampa Bay,TBY,4,3,0,NA,NA,2.5
ou,is_after_loss,2016,Tennessee,TEN,5,2,0,NA,NA,5.2
ou,is_after_loss,2016,Washington,WAS,6,0,0,NA,NA,6
ou,is_after_loss,2017,Arizona,ARI,3,5,0,NA,NA,-2.6
ou,is_after_loss,2017,Atlanta,ATL,1,5,0,NA,NA,-12.7
ou,is_after_loss,2017,Baltimore,BAL,3,3,0,NA,NA,-2.8
ou,is_after_loss,2017,Buffalo,BUF,4,3,0,NA,NA,2.4
ou,is_after_loss,2017,Carolina,CAR,3,2,0,NA,NA,-1.3
ou,is_after_loss,2017,Chicago,CHI,3,7,0,NA,NA,-3
ou,is_after_loss,2017,Cincinnati,CIN,3,6,0,NA,NA,-1.4
ou,is_after_loss,2017,Cleveland,CLE,7,8,0,NA,NA,-0.4
ou,is_after_loss,2017,Dallas,DAL,3,4,0,NA,NA,-4.3
ou,is_after_loss,2017,Denver,DEN,5,5,0,NA,NA,0.6
ou,is_after_loss,2017,Detroit,DET,4,3,0,NA,NA,4.6
ou,is_after_loss,2017,Green Bay,GBY,6,2,0,NA,NA,0.1
ou,is_after_loss,2017,Houston,HOU,4,7,0,NA,NA,0.5
ou,is_after_loss,2017,Indianapolis,IND,3,9,0,NA,NA,-4.5
ou,is_after_loss,2017,Jacksonville,JAX,1,5,0,NA,NA,-7.6
ou,is_after_loss,2017,Kansas City,KCY,3,3,0,NA,NA,-1.1
ou,is_after_loss,2017,LA Chargers,LAC,3,4,0,NA,NA,-0.9
ou,is_after_loss,2017,LA Rams,LAR,3,2,0,NA,NA,5.2
ou,is_after_loss,2017,Miami,MIA,5,4,0,NA,NA,-0.7
ou,is_after_loss,2017,Minnesota,MIN,1,2,0,NA,NA,1.5
ou,is_after_loss,2017,New Orleans,NOR,5,0,0,NA,NA,3.6
ou,is_after_loss,2017,New England,NWE,1,2,0,NA,NA,-7.3
ou,is_after_loss,2017,NY Giants,NYG,6,7,0,NA,NA,0.3
ou,is_after_loss,2017,NY Jets,NYJ,7,3,0,NA,NA,5.5
ou,is_after_loss,2017,Oakland,OAK,3,6,0,NA,NA,-4.6
ou,is_after_loss,2017,Philadelphia,PHI,2,1,0,NA,NA,7.8
ou,is_after_loss,2017,Pittsburgh,PIT,0,3,0,NA,NA,-8.8
ou,is_after_loss,2017,Seattle,SEA,2,4,0,NA,NA,-3.5
ou,is_after_loss,2017,San Francisco,SFO,5,5,0,NA,NA,0.7
ou,is_after_loss,2017,Tampa Bay,TBY,5,6,0,NA,NA,-2.5
ou,is_after_loss,2017,Tennessee,TEN,4,3,0,NA,NA,-1.5
ou,is_after_loss,2017,Washington,WAS,4,4,0,NA,NA,-1.7
ou,is_after_win,2016,Arizona,ARI,4,2,0,NA,NA,-2.1
ou,is_after_win,2016,Atlanta,ATL,10,2,1,NA,NA,7.9
